 0,632068897251157
156; 1,04563165711625
 -0,370104529309971
157; -1,34255505046414
 0,306391698187906
158; -2,01702710571042
 1,80079769680769
159; 1,5231411782273
 0,492477964149547
160; -2,69440235833388
 1,2639335430479
161; -0,196028968661175
 -1,26255317922058
162; -4,41190006967485
 2,52813947242613
163; 2,21945547238476
 -2,15574057205316
164; -1,49317040596611
 1,64558197384129
165; 2,97022411614784
 0,336548760603392
166; -1,79857822831394
 -0,976681450302703
167; -1,19676422367707
 2,08624089166126
168; -1,83282235948146
 7,36590106215128
169; -4,87507322771408
 3,77955632590109
170; 3,6316565737122
 -2,65738772905333
171; -3,52581387595574
 -0,168119179265173
172; -1,71110973000142
 1,9849806885134
173; -0,621559696004197
 -1,22193285239992
174; 6,32764276790689
 -0,661881106584209
175; 2,3086656689536
 5,0762226688059
176; -1,12488179834373
 -2,84668163135695
177; 4,44804710875081
 -1,5538873931294
178; 8,46054857001278
 -1,25477788996818
179; 1,90259234690168
 -1,51618319552264
180; -3,63907543357286
 0,660898382426223
181; 6,55058584324479
 2,18646963960377
182; -4,34681080566709
 -1,85202826251095
183; 2,18870636029451
 3,90170864667861
184; 4,18070166595679
 -2,41201675909115
185; -0,065031613932513
 7,49155827413636
186; 2,15851810349713
 -3,31625216231545
187; -1,09381465276474
 -3,35987226961064
188; 1,82533497185278
 -0,378300603443449
189; -1,05695994883942
 -1,65580124318822
190; 0,124265376588042
 0,540068141232833
191; -0,194694345479925
 -3,04312262290106
192; -0,601916153630643
 -1,15444433904277
193; 1,92199223855878
 -0,0737699382296104
194; -3,99038160086336
 -2,5827225717279
195; 0,0405997553179847
 -2,46196407430873
196; 0,43919977511506
 -0,854515545116259
197; -4,47906327634557
 1,87331494324716
198; -2,23843592009027
 -2,59438223561482
199; 0,262882824390396
 1,2327563378186
200; 0,778558701410005
 0,872899502770771
201; -0,227213968726397
 -1,35308873949237
202; -1,10264443380084
 -0,0247704696122172
203; 3,35658049505024
 2,251581499624
204; 1,87977238814383
 0,526878626901575
205; 2,51024220436908
 1,30007251388849
206; -0,787828527823635
 0,319465716074895
207; -0,227318349571902
 1,90091718921469
208; 2,78051010271949
 2,08187433241223
209; -1,87383455509216
 0,824867775237953
210; 3,81475918795476
 -0,925196198201645
211; 6,51304732090798
 -3,3214389080334
212; -1,652734958837
 1,49915333162855
213; 0,991472919701739
 -0,50445671339069
214; 4,2205201712733
 -0,647103294709828
215; 0,490025784896366
 1,77527890727783
216; -2,24986737816191
 -0,509903056098976
217; 3,03085359053129
 -4,32264728318097
218; 1,02149912327121
 1,41916144408774
219; -0,461078985931523
 1,08206267429698
220; -0,0274725168192483
 -1,28450239873054
221; -0,449743311704531
 2,20425595030281
222; 0,554310359784725
 -0,261214832240469
223; -1,13700642078217
 -3,29355287717006
224; -0,227843348575592
 -1,30325731259897
225; 2,27089845734381
 0,272028886677175
226; -4,38957512115418
 -2,24623321455058
227; 1,24289832587033
 -5,27461320428998
228; -3,67718725594284
 1,20427875771212
229; 1,54078850158678
 -1,33621377407305
230; -2,77052797672708
 4,8822424219443
231; -2,3960538447707
 0,762602945545153
232; 1,64934070410994
 -1,26547495126257
233; 1,57274271068273
 -1,24225371892542
234; -0,850183824683034
 -4,00239541991474
235; 1,16448496286277
 1,61159930166383
236; -1,18344928659477
 -1,31515599613264
237; 0,134687352224619
 1,72125397558301
238; 1,39103084489034
 -1,35939485201473
239; -2,57344264928562
 2,68031670149539
240; -0,213005457871958
 4,41361099611298
241; -1,50257567419413
 2,11842146124556
242; -0,544298151921038
 -2,21642431122924
243; 2,6195363804928
 -0,462248533119313
244; -1,31431988882686
 -2,00494204301256
245; -0,868702107648534
 1,53076604201365
246; 3,8115964266876
 -0,938372955775555
247; -0,923480193693098
 5,05716352713415
248; 1,12506828337304
 -2,99820128084263
249; 0,104571340550301
 3,32140748815541
250; 1,29441192011961
 0,841496807611978
251; 0,755291585574306
 1,54728405666688
252; -0,557736327334794
 -2,25271996814088
253; -0,172812002295949
 0,676062163231504
254; -2,79840147423396
 1,84305003123186
255; 2,36623821155363
 -2,92575251287214
256; -0,7713509544871
 2,24327736367075
257; 1,51120099887657
 0,449264591472415
258; -1,90725843732026
 -1,56943267646942
259; 2,80514030044272
 1,89561903017028
260; 4,0313132227907
 1,88998139540085
261; -2,10504696744436
 -0,801202408406878
262; 2,19166122153913
 0,57051594243851
263; -7,61276788596756
 5,12883967474497
264; 1,1653582989186
 3,81592642412456
265; -0,564430045265134
 -6,13349811945992
266; 4,04031080722354
 -3,09699680977173
267; 1,02218209664063
 -2,52553904532695
268; 1,44014363449363
 0,0623696316476171
269; -1,70482311606799
 -8,27035844431814
270; 2,44230047894
 -7,93521765142111
271; 0,0826855805701679
 -2,28018077270646
272; -1,20031674752519
 5,47841178069404
273; 4,89686808410643
 0,0279260545689382
274; -0,773340270030661
 -0,0946622851957078
275; -1,07560145967332
 0,555997484352913
276; -0,995630172906773
 -6,86634516493842
277; -1,15517176262491
 -0,602619012564465
278; -0,112972754817519
 1,43973122677425
279; -4,84259632027645
 4,17309726659041
280; 0,745503456115421
 4,11250383752743
281; -2,07629348811723
 -3,46591906196632
282; 1,51248610503095
 3,41123339564599
283; -0,717804472645552
 -2,0464286517713
284; -1,83183017868572
 0,425994828824382
285; -2,06729588499018
 1,3531279058561
286; -5,47886192830644
 2,20591011578609
287; -2,50167749965344
 0,0516747000315512
288; 3,50994458798667
 -2,26153495701149
289; -3,82988052473081
 1,71845778076967
290; -2,08920623018799
 -1,35663131400192
291; 1,04837233263332
 -1,11706421633474
292; -0,35734801296413
 2,40804204767188
293; -3,10245016424639
 0,86619491955205
294; 2,33497824139432
 -0,0255720513749459
295; -1,29342944260028
 -0,0698634459316885
296; -3,84752774407215
 0,307587242315965
297; 0,444363336746218
 -0,34208922381787
298; 4,64043002956515
 2,10685840448084
299; 5,42579340727185
 3,53589928674407
300; 4,69493278678852
 -1,10097261880037
301; -0,89504225313973
 0,746851760233309
302; -3,29323626908195
 -2,60805106136683
303; 1,6844423247636
 -1,67110375087142
304; -1,59799439907463
 1,81250379205091
305; 0,342772629107108
 -4,62347962776935
306; 3,9241043919113
 -4,6998052927138
307; -0,224301106377858
 -0,00815896215827505
308; -3,8591906489877
 3,28241960289029
309; -5,73414274086057
 5,84282156384926
310; 1,05883402496356
 -2,10846249820115
311; -1,62278091675408
 2,5188738964107
312; -1,36523861186808
 -5,63554906020838
313; -0,765968209709713
 1,86984833050646
314; -0,443619637832631
 -1,93663694116402
315; -1,8410308192329
 4,06354524177171
316; -0,16336053518999
 -0,662466951494367
317; -2,29469841025065
 -0,0888671315650145
318; -0,122296109952305
 3,50086684317131
319; -2,77154875931359
 2,97100632424994
320; -2,16272409279777
 0,910465613312989
321; 4,49900646589449
 -1,78574687363899
322; -0,698425307124715
 2,64905918176417
323; -3,22795913563619
 -1,74361894796134
324; 3,06525921896489
 -0,0740803273430768
325; -4,93148818217705
 1,59351817297136
326; -2,74807848791112
 -0,502741364154336
327; 3,2425818844524
 -0,114667590600576
328; 3,53678616294253
 3,00170017838252
329; 1,05360562004981
 -1,59541674649845
330; 2,1600302902407
 1,55807514608682
331; -0,214616644163381
 0,534098174695417
332; 3,34643273477689
 3,28973348614018
333; -1,22020949804995
 -2,06989731247776
334; 0,0336009926114963
 2,34586248154607
335; -2,13415996516768
 1,18466591182846
336; -1,23166943115459
 1,96696661737306
337; 0,536746039188897
 -1,22254453438969
338; 6,26789169673634
 -2,04679291869128
339; -0,755302852327248
 -1,71547338354117
340; 3,27170085683226
 -0,270021446704422
341; -1,26825243760966
 3,98356270673301
342; 0,343955982466983
 2,59963964645032
343; 2,47036751627961
 -0,318652215874941
344; -3,14775550810195
 0,311147542487965
345; -0,28106572323075
 -1,48112170265042
346; -0,0698496745011052
 3,09361580934012
347; 0,529106294980597
 -3,62682470696476
348; -3,88084658755867
 -2,92952570365937
349; 4,10496276535441
 -2,24430874704648
350; -3,72680072657637
 1,05056759799998
351; 3,69897144303943
 1,47318593863659
352; -1,20525785535179
 -0,381473434537167
353; -0,986325505634933
 1,11145605990178
354; 4,10616273169535
 1,57999972540104
355; 3,5435820532703
 5,51726082190484
356; 2,74560516618431
 2,47458707246257
357; -4,8757358528449
 -6,88320618716065
358; -3,64891683734695
 -3,10734242687917
359; -1,34555529479773
 -4,43000672575135
360; 0,612320471466489
 1,878088236118
361; -2,55113211000378
 -1,73730698234363
362; -0,609743832166516
 -2,75574985413384
363; 2,58821760699973
 1,988972540822
364; -3,91948568030667
 -3,89683062002426
365; 3,41852874264424
 -4,21588970870918
366; -1,21877539424234
 0,212952970011989
367; -2,37044338522188
 7,43663641514052
368; -4,2323008643828
 2,66941527035063
369; 0,166382016132752
 2,77716947361614
370; 2,27184798640592
 -1,85442016226264
371; 4,06757873418006
 -2,49433730155557
372; 1,96584625547141
 0,634553611013321
373; -3,46209214736468
 -0,371907306037321
374; -0,786695539598705
 5,53413085561358
375; 0,131752691842055
 1,26254112576925
376; -2,12110634405722
 2,02840456793626
377; 4,84315235122061
 -0,778365173436538
378; -2,56590235146031
 1,78257351660799
379; 1,13661802847983
 0,977763007652353
380; 0,83561466998247
 -4,3631457090679
381; 0,0248019142695201
 -0,476044218344617
382; -0,494118483775751
 -0,0179792808179692
383; 0,393324422405528
 -3,07562165214857
384; 2,60281349955061
 0,914250360051825
385; -1,71624023238326
 -1,58365498444285
386; 3,02019584497378
 -0,325625949520401
387; 1,13819706153707
 3,1930378876899
388; 1,35342069664714
 -0,416160394551697
389; 1,87439416517222
 -0,585979762444235
390; -0,434666166578393
 -1,33544592115171
391; -0,242251988048183
 -4,72380780675874
392; 1,2753142465785
 0,453637124634465
393; 0,811731636954879
 -0,152716440055949
394; 0,91732935389802
 0,141190258936754
395; 3,20390002589542
 -4,03998221908077
396; -2,33605894833966
 6,05706250217938
397; -6,34698894049311
 -3,36185914905274
398; -2,43505383226925
 3,07983951140412
399; 0,636219656630745
 -2,77748979139117
400; 1,16557485321303
 2,13305069437559
401; 1,73608033228793
 -2,18064488309397
402; 2,27439226733944
 -0,972136992396232
403; -6,55543919112679
 5,08016410077105
404; -3,67360860796967
 1,78559749585716
405; -1,09883317946618
 3,04882788704697
406; 0,722550610970326
 -1,12896841044326
407; 3,90278441272796
 -3,51772632149752
408; 0,388563807525189
 1,41805856704115
409; 0,140161711788839
 -0,342494966500994
410; 5,12049192272684
 1,55491896248434
411; 3,68350019328061
 1,74121851959746
412; -3,40953388041524
 -0,502672110605735
413; 0,385109350514392
 -2,29251515770197
414; -5,05231159795864
 3,44062528171462
415; 1,05765364332633
 -0,580284093116714
416; 1,31430682206714
 -2,20124746438219
417; 1,6528733839216
 0,439245100705793
418; -0,371596130920498
 -2,39664382589964
419; 2,65884841480425
 0,162957017791999
420; -2,59495892114955
 -4,13526459687708
421; 3,23225845996925
 -2,91614479912898
422; -0,135834243582723
 2,41367870727332
423; 2,10591393466627
 -0,662133531565344
424; 2,65538474409806
 0,134352475757905
425; -0,0108167704947794
 2,13927073023829
426; -0,640680962250366
 -3,31689686100887
427; 2,99900194372099
 -1,61743998932227
428; -0,559253644519199
 -1,48056249273929
429; -2,82211497639888
 2,00189381057139
430; -2,41485509375803
 -1,92338623459995
431; -2,3197224144651
 1,64460689389269
432; 1,93171041393905
 -0,466903799323173
433; 1,98289211733602
 1,57029535805511
434; 4,77398249847968
 -0,754327537301982
435; -1,78972107809923
 0,813218620103153
436; -5,92131794339446
 -0,515339112955836
437; -1,20474472960681
 1,28438230756408
438; 1,41340513061008
 0,375761127335752
439; -4,24280086135935
 -3,27053931441378
440; -5,43495408965224
 -6,76900559927108
441; 2,92441614116317
 0,938239261402569
442; -4,90454646674836
 -0,268564176050753
443; 3,12926212085678
 -2,40870243990119
444; -0,307433842853441
 -1,28296109241396
445; -1,1745770969886
 3,24593823629147
446; 2,6084229203468
 -0,969514766847308
447; -1,3939397547211
 0,966757267155753
448; 2,00739914208342
 0,923048055977345
449; -4,43792243247836
 -0,322745518159199
450; 0,340155191720054
 3,97129381658465
451; -1,52297135904105
 -1,28707152189111
452; -0,794749016153887
 -1,39166777885201
453; -1,93709459974678
 -3,5177280893728
454; -1,66182675498897
 -2,62428297504629
455; 1,12992126950291
 4,74656499925226
456; -1,92536769817909
 1,27978799909395
457; 0,46259890794295
 2,33030228180821
458; 0,608037001765215
 -2,12536609568807
459; 1,01860684545058
 3,61991252742473
460; 2,31168958780792
 0,224205001066116
461; -2,69539134565642
 1,19462521184673
462; -0,944284945053812
 -0,21715721140904
463; -5,62129224642019
 1,14466698040475
464; 0,887046025617156
 0,95371059687806
465; 2,30654029354711
 -0,414584045083686
466; 7,04775634757229
 2,45350095673171
467; 3,47873856057904
 -0,651511562996937
468; -4,17355057507948
 0,57147449921133
469; 1,94279823049022
 0,303845934218526
470; -2,11219202356917
 2,58432738393844
471; 0,244215847144754
 0,221844680688273
472; -2,66863356833098
 -5,83593587195436
473; -2,02779642469438
 -0,640662394607606
474; -0,646391127618125
 0,151228540426634
475; 2,25426360529952
 -1,9296274249718
476; 5,0005506844004
 -1,9387172212443
477; -1,46405790990906
 -0,449925682674051
478; 0,169384280793327
 -1,00326744387761
479; -0,967284222772487
 5,93323821659105
480; -2,84974949799139
 -2,90106736668855
481; 1,77478637947368
 2,72626807551088
482; -2,87045601841858
 -4,17476486103796
483; 0,0232402535673036
 0,281830759694551
484; -1,70087987572186
 -0,81248335308022
485; 1,76291211062862
 4,22579692946192
486; -3,03224812819807
 3,47795704296605
487; 1,26803674188753
 -0,505779767786367
488; 0,251696442788895
 -0,0648387564303399
489; 2,08244864255937
 0,636201262643112
490; -1,48528015412318
 -1,11067905292258
491; 1,04845445838716
 0,703874401514887
492; -5,19629898646329
 1,3842819207491
493; -2,19078601236726
 1,96000561578334
494; 1,8166886877868
 -1,93756816783065
495; 0,0737643164902573
 3,14051306438575
496; 3,9087549137631
 -1,51671521741046
497; -0,182734428693999
 3,84058909276437
498; -0,104285911256724
 -3,11188553405199
499; 0,641007476452217
 0,400252920051874
500; 0,532058885406224
 1,83915068081676
501; -0,720583962849584
 -2,50114592647106
502; 7,3670722309495
 -3,35916847722915
503; -0,123506376465015
 2,07817020636378
504; -1,10130741421839
 -1,82254500832474
505; 2,65871029065282
 1,21329485203007
506; 1,58175246833989
 1,10317267055659
507; -1,4956459549459
 -2,31479527024225
508; -5,04521609672004
 -0,187646061801832
509; -6,08001538351291
 -1,84957524165698
510; 0,354031162803948
 -0,659010232920678
511; -0,121423426945022
 0,168574423246144
512; 1,11166410258945
 0,419820139525756
513; -1,14081707867355
 -0,790990325242874
514; 3,09373538786563
 0,744289449396555
515; 2,39011099170561
 -4,11758647373598
516; 2,65808694299644
 0,21889109400067
517; -0,869593440187326
 0,0719407927441808
518; -2,2837016337078
 -0,329533049911256
519; -1,27923252919453
 -0,124888580832741
520; -1,58849852370815
 2,1393279127831
521; 2,6989898485398
 -2,11108879711693
522; 3,89435203637619
 0,603902192378954
523; -4,65344500686364
 -0,594425158818541
524; 2,84372427147994
 2,63479222152324
525; -2,98508698180132
 3,98400277069348
526; 0,461577347712338
 0,40749061336251
527; -0,568198065285459
 0,916649522336597
528; -0,0546316514171469
 3,33169275682705
529; 0,325175529709439
 1,29978157978319
530; -0,156184932460261
 -0,583252098756821
531; -6,78512832432892
 -2,14008853082862
532; -4,53352485531743
 0,212001116383896
533; 2,94045535581046
 -0,0710121326208966
534; -0,173468467116554
 0,115587259388246
535; 3,28647772485055
 0,311452174438239
536; -2,37190179131969
 -0,17676982514186
537; 2,58725425259059
 -0,349524393934254
538; 4,50026834592522
 -0,00498876967404616
539; -2,45658331534763
 -0,300603187501557
540; 2,94217387270827
 1,76145844913864
541; -2,75552511009621
 1,63579276675435
542; -0,0456797705540168
 6,77161574445503
543; 0,0140418148396526
 -4,21422577615083
544; 1,52042511894699
 2,94789110714365
545; 3,16381987769397
 0,761541779151096
546; -2,81808547602024
 -1,98460045427248
547; 4,67426949451831
 0,0757635684288387
548; -1,02345055571998
 -2,28017293330545
549; 0,0951469824911521
 0,567678323441176
550; 0,406600899051748
 0,0114612073666376
551; -0,747693683384589
 4,25563445713232
552; 1,01076171926702
 2,29569068599787
553; -0,771624404080922
 -1,31391497901012
554; 3,09307880151623
 -1,39416431231344
555; -0,961778548097913
 2,27432412602143
556; 1,85130418318922
 -2,02555924568555
557; -0,379128400482713
 -4,65329305407443
558; 0,0436828644726405
 -2,25260204558563
559; 2,77776793872113
 -3,52123965039963
560; -2,41732854368844
 3,32657177612167
561; 3,51479557722304
 -2,10766041067913
562; 0,98038792886902
 1,91842030251062
563; -1,59343280071842
 -1,08263949918629
564; -1,3871497922557
 -1,65385115087307
565; -3,57954607007681
 -0,64678808133706
566; 2,91913168407452
 1,23144587235455
567; -1,69748485430359
 -4,92811380418475
568; 2,8119883453431
 -2,01403398579954
569; -3,31585826937623
 -0,987257476985756
570; 4,43566942524706
 1,80031788323626
571; 1,37721816722849
 0,988964418761481
572; 2,76294787842281
 -1,05614672942719
573; -6,0507183996085
 2,84514924790435
574; -3,05245295557778
 3,24208111352333
575; -4,93528138137117
 2,36106067039867
576; 3,74905179237264
 -1,89174664491769
577; 4,03190658057698
 -4,22552841681181
578; 3,076713511721
 0,0824218083311122
579; -2,18050497642214
 -2,48903533304461
580; 1,31597286275678
 5,7767998390788
581; -1,80305418796454
 2,53467867242448
582; -1,5608530903626
 0,538626418732536
583; 3,92965357744557
 -3,50551053666556
584; -0,750718766231143
 -0,881064044919871
585; 1,95709941322055
 -3,59411803069939
586; 0,137156060070866
 2,31645900803473
587; -4,99527786259951
 -1,12076256183563
588; 3,01050688601545
 0,273452420842352
589; -1,80745760652589
 0,052658206764748
590; -1,36706378820013
 -1,88380927446247
591; 0,843103043952549
 -0,946860609057739
592; 0,464767744470829
 1,26769311164212
593; 1,50360176184481
 -2,6894098546995
594; 3,24002698837782
 -3,63998084530436
595; 2,2044470020202
 -0,0039329142321966
596; -5,3379657149433
 0,46560534378049
597; 0,861873219822551
 -1,35095014615429
598; -1,86743515217883
 0,126836006379113
599; -1,7131578972674
 -0,358395108089064
600; -3,42836842587555
 3,66822407129473
601; -1,77037677586608
 1,65270505766217
602; -0,697427233869329
 -2,30323576001917
603; -1,29671846146848
 1,93426816327593
604; -3,15814522949736
 -3,4235347824693
605; 1,03082484787939
 -0,689766950786088
606; 0,137173067898661
 0,713035304860527
607; 1,70872779968965
 -2,20450306447323
608; -0,236388769468125
 1,67206125827114
609; 0,974927253052025
 0,0712248391823127
610; -0,71264514074752
 -1,62135503582706
611; 2,21648492242533
 0,668749335484674
612; -1,90387231297215
 0,731310084176204
613; 0,663435498798811
 0,473055335348435
614; -2,85443750744439
 0,0188044011978399
615; -0,0201557322406004
 0,413449006533095
616; 5,15430127345054
 0,536865180398139
617; 2,22353558850266
 -0,166549306972007
618; -0,180241658512306
 -1,05769403468165
619; -3,26508686530693
 3,17281289827703
620; -2,75561132090992
 2,37615442198497
621; 0,490936255680209
 1,01962070589994
622; -1,15303400655091
 -0,0358192949757008
623; -0,48720023888104
 5,49014173836477
624; -2,51499181202943
 1,57051664001896
625; 2,81641308698584
 -2,57787780521312
626; -3,57255267193391
 -7,35323761151539
627; 1,09771207797568
 -5,35152439436975
628; -0,419612474910676
 -0,487385146636895
629; -0,919715857575206
 3,97700304786384
630; -0,575189169611785
 2,81557517213383
631; -4,14707004296339
 1,91762218346152
632; 6,82951045947873
 -0,751234901481921
633; 1,27342740146933
 0,812402044258715
634; 2,23957080087701
 2,83703933808523
635; 0,0744745530750216
 -5,07424593137782
636; -3,07976329371264
 0,131313268091783
637; 0,91055778462313
 -3,2463562203453
638; -2,3015569822245
 0,562851356202055
639; 2,03026805163709
 1,90110815622064
640; 0,648114174421897
 -1,19462670429002
641; -0,881624730394102
 2,58471909440262
642; 2,18557375585079
 -4,94741111601978
643; -1,18187148787766
 -0,168736835842983
644; 1,57947063670172
 -1,40248138684778
645; -0,66981968614315
 0,735304311911718
646; -0,135099277495278
 -0,764423664861182
647; -0,511528946219943
 1,34723281287775
648; 0,0632209146119516
 -1,50041302839105
649; -1,28959477002521
 -1,87295397514845
650; -2,90067842592527
 -2,33213690374157
651; 3,02817661158865
 -0,619357224363358
652; -3,87180426171734
 3,18480963521894
653; 4,55030087783912
 -2,20438228175239
654; -2,42677639828618
 0,293259133866553
655; 0,09431022408642
 3,32595976530024
656; -5,26727585753771
 3,0448588144531
657; 0,614440370666018
 1,2507571266293
658; 0,247078368634639
 -0,993878075801944
659; 1,38912616218748
 -4,53461939423363
660; -2,60596962997963
 -1,24190020660518
661; 2,39535003140324
 1,20818011060014
662; -0,134868687405087
 2,01722976762849
663; 3,90223306904366
 -0,273554009054364
664; -1,84337612848379
 1,13906054417151
665; -1,10692735542072
 1,62186894004703
666; 1,97951194672869
 0,739537419445692
667; 0,0611109824995457
 3,41558284193315
668; -3,9082801895245
 -3,6473496336166
669; -2,59570343144792
 2,05904487541376
670; -5,54127337237729
 0,375493625832527
671; 5,40564739676729
 -1,27223189764728
672; 5,40637356509625
 -2,60963163971951
673; 5,93878265727305
 -1,97324579449143
674; -3,07763782540336
 -0,434556181962979
675; -0,879819659767523
 1,06441850639377
676; -4,50674861175496
 0,987803713961733
677; 0,102909818328833
 0,0807136977348356
678; -0,218368256395763
 -1,22422890959819
679; -4,43078974223791
 -0,309085457749562
680; 1,89993277486152
 -3,01224427434809
681; -0,310748986727924
